"","ODFW_ID","OSU_ID","Year","WMU","Latitude","Longitude","Sex","DAN","Nloci","C273.1","C273.2","C89.1","C89.2","OdhE.1","OdhE.2","SBTD05.1","SBTD05.2","SBTD06.1","SBTD06.2","T159s.1","T159s.2","T7.1","T7.2"
"1006","16.G6.C6.22.12","SaD3813",2022,"Santiam",44.5871650010803,-122.541241999995,"f","235","7","170","170","167","175","149","149","135","137","191","195","191","207","227","227"
"1007","16.G6.C6.22.13","SaD3814",2022,"Santiam",44.5875910010804,-122.543248999995,"f","120","6","170","170",NA,NA,"149","149","137","137","195","195","191","207","227","227"
"1008","16.G6.C6.22.14","SaD3815",2022,"Santiam",44.5874680010804,-122.543509999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","16.G6.C6.22.15","SaD3816",2022,"Santiam",44.5874150010804,-122.543651999995,"f","120","6","170","170","167","175","149","149","137","137","191","195","191","207",NA,NA
"1010","16.G6.C6.22.16","SaD3817",2022,"Santiam",44.5874420010803,-122.543769999995,NA,NA,"2","170","170",NA,NA,"149","149",NA,NA,NA,NA,NA,NA,NA,NA
"1011","16.G6.C6.22.17","SaD3818",2022,"Santiam",44.5874120010803,-122.544307999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","16.G6.C6.22.18","SaD3819",2022,"Santiam",44.5879380010804,-122.547125999995,NA,NA,"2",NA,NA,"179","179","141","149",NA,NA,NA,NA,NA,NA,NA,NA
"1013","16.G6.C6.22.19","SaD3820",2022,"Santiam",44.5877460010803,-122.547409999995,"f","23","6","170","170","159","175","141","149",NA,NA,"191","195","219","219","223","227"
"1014","16.G6.C6.22.20","SaD3821",2022,"Santiam",44.5908700010804,-122.546992999995,"f","142","6","170","170","159","159","141","149",NA,NA,"191","191","203","203","223","231"
"1015","16.G6.C6.22.21","SaD3822",2022,"Santiam",44.5909550010804,-122.547085999995,NA,NA,"2",NA,NA,"179","179",NA,NA,NA,NA,NA,NA,NA,NA,"235","235"
"1016","16.G6.C6.22.22","SaD3823",2022,"Santiam",44.5921730010804,-122.543995999995,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","16.G6.C7.22.01","SaD3824",2022,"Santiam",44.5840070010803,-122.574158999996,NA,NA,"1",NA,NA,NA,NA,NA,NA,"141","141",NA,NA,NA,NA,NA,NA
"1018","16.G6.C7.22.02","SaD3825",2022,"Santiam",44.5836970010803,-122.574474999996,"f","160","6","154","170","159","163","141","149",NA,NA,"191","195","191","219","223","231"
